Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),"How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",I have a clear understanding of my core personal values. ,I can easily explain what matters most to me. ,My values rarely change over time. ,I feel confident in what I believe is right for me. ,Which of the following best represent your top three personal values? (select up to 3),What matters most to you in life?  ,My life feels meaningful. ,I feel fulfilled by how I spend my time. ,I have a clear sense of direction in my life. ,I often feel unsure about what I truly want in life. ,I feel motivated about my future. ,My daily behaviour reflects my values. ,I often behave in ways that conflict with what’s important to me. ,"I often know what I should do, but I struggle to follow through in real life ",I struggle to be the person I want to be. ,Which areas of your life feel least aligned with your values? (select all that apply),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed. ,I have felt active and vigorous. ,I woke up feeling fresh and rested. ,My daily life has been filled with things that interest me. ,I trust myself to make good decisions. ,I feel easily influenced by other people’s opinions. ,I doubt myself even when I know what I truly value. ,I find it difficult to follow my internal compass. ,Digital noise makes it harder to focus on what matters. ,I often feel distracted from my values by online content. ,"I often feel reactive, distracted, or pulled away from the person I want to become. ",AI tools sometimes influence how I think about decisions. ,I prefer to rely on my own judgement rather than AI suggestions. ,I worry that AI could push society away from meaningful things.  ,AI should be trained to reflect core human values. ,Understanding what humans value is important for future AI systems. ,Which values do you believe AI systems should reflect? (select up 3),What is your age group?,Which of the following best describes your current work status? ,What is your highest level of education? ,Country of residence,Which of the following best describes your gender?,How would you describe your general emotional wellbeing?  
25/11/2025 10:04:07,Yes,67b61bec5ba983e69c97bcf9,Often,7,7,7,7,"Honesty / Integrity, Security / Stability, Compassion",My safety and that I am enjoying the journey of life.,7,6,7,1,7,6,1,1,1,"Health, Work / career, Digital habits",4,4,2,2,4,7,1,1,1,6,2,1,1,7,7,7,7,"Empathy, Human wellbeing, Transparency",55 - 65,Employed full time,Some university/college,Canada,Woman,7
25/11/2025 10:04:13,Yes,613dd5fb512aabe8d5d32393 ,Often,6,7,5,6,"Family, Health, Compassion",My physical and mental health being ok,3,4,3,6,4,6,2,4,4,"Work / career, Finances",3,3,2,2,2,4,7,5,3,4,3,4,4,6,6,4,6,"Honesty, Fairness, Non-harm",35 - 44,Self-employed / freelance,High school,UK,Woman,3
25/11/2025 10:04:14,Yes,5a2ef9bbfd28e9000102ee68,Often,6,6,5,6,"Family, Health, Adventure","Making sure my family are happy and safe, making the most of each day and being happy.",5,6,5,4,4,5,2,3,4,"Time / focus, Digital habits, Finances",4,3,4,2,4,6,2,3,3,5,4,4,2,6,5,5,5,"Honesty, Human wellbeing, Non-harm",45 - 54,Self-employed / freelance,Bachelor’s degree,UK,Woman,4
25/11/2025 10:04:19,Yes,66049315b5c325fdaafea8fa,Everyday,7,7,7,7,"Honesty / Integrity, Compassion, Faith / Spirituality",God and my family,7,5,5,4,7,7,2,2,4,"Time / focus, Digital habits",4,4,3,2,4,7,1,1,1,2,5,4,5,6,1,7,7,"Honesty, Fairness, Non-harm",25 - 34,Not currently working,Postgraduate degree,US,Woman,5
25/11/2025 10:04:23,Yes,56c6f9efb0b7a1000c5d12d7,Often,5,4,5,6,"Health, Independence, Adventure","Self preservation, independence and maintaining a sense of adventure",2,3,2,6,3,4,3,6,6,"Time / focus, Relationships, Work / career",3,3,3,2,2,4,2,5,5,6,4,5,3,5,5,4,6,"Responsibility, Non-harm, Accountability",45 - 54,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:04:31,Yes,5a7226d9f660ae0001a9a547,Often,5,5,7,7,"Family, Honesty / Integrity, Responsibility",Family ,6,7,7,1,6,7,7,5,7,None,5,5,5,5,5,7,3,3,1,1,1,1,1,5,1,1,5,"Honesty, Respect, Non-harm",25 - 34,Employed part-time,High school,UK,Woman,6
25/11/2025 10:04:34,Yes,6318acc6273e916b39a95a85,Very often,6,5,5,5,"Independence, Creativity, Adventure",Doing my own thing,4,5,3,6,4,4,5,2,3,Purpose / direction,3,4,4,4,4,6,6,5,5,5,4,5,6,5,5,4,6,Transparency,45 - 54,Self-employed / freelance,Bachelor’s degree,UK,Man,6
25/11/2025 10:04:35,Yes,5c01bf7d4c14cf00019ce2a4,Often,6,5,4,5,"Family, Achievement / Growth, Compassion","That I am able to continually find ways to learn, grow, and develop into a fuller, more experienced person that has more to offer.",5,5,5,3,6,6,4,4,3,"Health, Relationships, Work / career, Finances, Purpose / direction",2,3,3,3,4,5,4,5,3,6,3,2,2,6,4,6,6,"Human wellbeing, Transparency, Accountability",35 - 44,Employed full time,Bachelor’s degree,Canada,Man,4
25/11/2025 10:04:36,Yes,5a6725d4c0d836000107f6e7,Everyday,5,6,4,5,"Family, Honesty / Integrity, Health",My families health and happiness,6,5,5,2,6,5,3,3,4,"Finances, None",4,4,5,4,4,5,3,3,4,3,2,4,6,3,2,5,6,"Fairness, Human wellbeing, Accountability",45 - 54,Employed full time,High school,UK,Man,5
25/11/2025 10:04:38,Yes,66a8d816cf36ee2611136029,Occasionally,7,7,7,7,"Honesty / Integrity, Health, Independence",Family,7,5,5,5,4,6,1,1,1,"Digital habits, Purpose / direction",4,4,2,1,4,7,2,1,5,7,4,2,1,7,7,7,7,"Empathy, Respect, Transparency",45 - 54,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:04:39,Yes,60c20abfdccab926283d8f7f,Occasionally,5,5,6,5,"Honesty / Integrity, Compassion, Adventure",feeling happy,3,2,4,3,4,6,2,3,4,"Health, Time / focus, Relationships, Finances, Purpose / direction",2,2,2,1,3,4,4,5,4,5,5,5,1,7,5,5,6,"Fairness, Responsibility, Non-harm",25 - 34,Employed full time,Some university/college,UK,Woman,3
25/11/2025 10:04:41,Yes,666ec9dfb9039b8071d8bb25,Sometimes,6,4,5,6,"Family, Health, Independence",Family ,5,5,4,4,4,4,5,5,6,"Health, Relationships, Purpose / direction",3,3,2,2,2,5,3,5,4,5,5,6,2,6,5,5,5,"Honesty, Responsibility, Non-harm",35 - 44,Employed full time,Bachelor’s degree,UK,Man,4
25/11/2025 10:04:48,Yes,5e0d0d47d62abe49fe4748df,Often,5,6,6,6,"Family, Security / Stability, Responsibility",Being healthy and having good family relationships,6,6,6,3,5,6,2,4,3,None,4,4,4,3,4,6,2,3,3,3,4,3,5,6,4,5,6,"Honesty, Fairness, Accountability",Over 65,Not currently working,High school,UK,Woman,6
25/11/2025 10:04:49,Yes,667852bad1ab6be8543df6d8,Everyday,6,6,5,6,"Honesty / Integrity, Health, Creativity",Peace,6,6,4,4,5,5,3,5,2,"Work / career, Finances",4,4,4,3,3,6,5,5,5,5,5,6,4,5,6,4,6,"Honesty, Non-harm, Accountability",35 - 44,Employed full time,Postgraduate degree,UK,Woman,5
25/11/2025 10:04:50,Yes,691fac570f5670f43e5efb23,Everyday,7,7,6,7,"Honesty / Integrity, Achievement / Growth, Responsibility",Personal Growth,6,4,5,6,7,5,6,5,5,None,4,3,4,3,4,6,1,4,4,5,5,5,5,7,7,7,7,"Honesty, Non-harm, Transparency",35 - 44,Employed full time,Bachelor’s degree,Canada,Man,6
25/11/2025 10:04:52,Yes,66abaa647f6453a36c665a37,Everyday,5,5,6,6,"Family, Security / Stability, Health",Helping others,3,4,4,4,5,4,3,5,5,Spirituality,4,4,3,3,3,4,2,5,4,3,2,3,4,6,3,5,5,"Honesty, Fairness, Transparency",18 - 24,Self-employed / freelance,Some university/college,Canada,Man,4
25/11/2025 10:04:52,Yes,6146fb92e89e10d7aa8662a2,Occasionally,6,6,7,6,"Family, Honesty / Integrity, Security / Stability",My close family,5,5,5,3,5,6,2,2,4,"Health, Work / career, Finances",4,4,3,3,4,6,3,3,3,3,3,2,3,6,4,6,6,"Honesty, Non-harm, Transparency",45 - 54,Employed part-time,Some university/college,UK,Woman,6
25/11/2025 10:04:56,Yes,5ea1e407df1e160c7db497c7,Sometimes,6,6,6,6,"Family, Honesty / Integrity, Responsibility","a comfortable, secure existance",7,6,6,3,5,6,2,2,2,None,4,4,4,4,5,6,3,2,2,5,5,3,5,6,5,6,6,"Honesty, Fairness, Non-harm",Over 65,Not currently working,High school,UK,Man,6
25/11/2025 10:04:58,Yes,69137b671ce7a76d3500af25,Occasionally,5,6,5,6,"Family, Honesty / Integrity, Compassion",Family and relationships,6,6,6,3,7,7,1,2,3,"Digital habits, Finances",4,3,3,2,4,6,5,2,3,7,3,3,2,7,7,5,3,"Human wellbeing, Non-harm, Transparency",25 - 34,Student,Postgraduate degree,Canada,Man,6
25/11/2025 10:05:00,Yes,6048c1da4fb34916883f2e7d,Occasionally,7,7,5,6,"Family, Honesty / Integrity, Faith / Spirituality",Being a Muslim,6,5,7,2,5,6,2,7,7,"Time / focus, Relationships, Purpose / direction",4,2,3,4,3,6,6,6,7,6,7,7,5,2,4,2,6,"Non-harm, Transparency, Accountability",35 - 44,Not currently working,Bachelor’s degree,UK,Woman,3
25/11/2025 10:05:02,Yes,5d4c7d1a2a25e5000114cf3b,Often,7,6,6,7,"Family, Compassion, Community / Contribution",What matters most to me is trying to make my small corner of the world a better place and living with compassion and empathy.,7,5,5,3,4,6,2,2,3,"Work / career, Finances",4,3,2,2,5,6,3,6,4,2,1,2,1,5,3,6,7,"Empathy, Non-harm, Accountability",55 - 65,Self-employed / freelance,Some university/college,US,Woman,5
25/11/2025 10:05:04,Yes,5c33c5c6a83d180001782ce6,Often,7,7,6,6,"Family, Honesty / Integrity, Fairness/Justice","That what I do is in line with who I am, and that who I am is someone that I should be. And that I treat those I love with love too, and everyone fairly, including myself. ",7,6,6,2,6,5,3,7,4,Time / focus,3,3,4,2,5,6,3,1,3,6,5,5,5,6,5,7,7,"Fairness, Respect, Human wellbeing",25 - 34,Student,Bachelor’s degree,UK,Woman,5
25/11/2025 10:05:08,Yes,63af557b3d4f219c3226b7d6,Everyday,6,6,6,7,"Family, Security / Stability, Health",My Family. ,3,3,4,5,3,6,2,2,2,"Work / career, Purpose / direction",3,4,3,2,3,6,5,5,2,2,2,2,2,5,3,6,6,"Honesty, Responsibility, Human wellbeing",45 - 54,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:05:09,Yes,5c65322cb0839200019ab27a,Very often,6,5,5,6,"Honesty / Integrity, Achievement / Growth, Responsibility",Trust breeds magic,4,5,5,4,6,5,3,5,4,"Relationships, Work / career",3,3,2,3,3,4,5,3,3,7,7,7,4,4,7,6,6,"Honesty, Transparency, Accountability",35 - 44,Not currently working,Bachelor’s degree,UK,Man,4
25/11/2025 10:05:11,Yes,5ab96e3f7ccedb0001b7d9fe,Rarely,6,6,7,6,"Family, Honesty / Integrity, Responsibility",Being able to feel good about myself ,5,5,6,1,7,7,1,2,2,"Relationships, Work / career, Purpose / direction",4,3,4,3,4,7,2,2,1,5,4,3,1,7,7,7,7,"Honesty, Fairness, Responsibility",55 - 65,Employed full time,Bachelor’s degree,Canada,Man,6
25/11/2025 10:05:13,Yes,5f11eb333c6e2c0df5b92270,Occasionally,5,4,6,6,"Honesty / Integrity, Compassion, Community / Contribution",Being true to myself ,4,3,1,5,3,5,2,2,2,None,4,4,2,2,3,3,3,5,2,3,3,2,1,6,7,4,4,"Fairness, Responsibility, Transparency",25 - 34,Not currently working,Some university/college,UK,Woman,4
25/11/2025 10:05:14,Yes,56eb00e515ef53000b46726c,Occasionally,5,6,6,5,"Family, Health, Compassion",Having good health,5,4,5,2,4,4,2,3,2,"Health, Work / career, Finances",3,3,2,3,3,6,4,3,2,5,4,3,4,5,4,5,5,"Honesty, Empathy, Human wellbeing",45 - 54,Employed full time,Some university/college,UK,Woman,4
25/11/2025 10:05:15,Yes,6738d80a0e95a065d6056a35,Everyday,6,6,6,6,"Family, Health, Compassion",My family,6,6,4,2,5,6,2,3,4,"Health, Finances",4,4,2,2,4,6,3,2,2,4,5,3,6,4,3,5,5,"Honesty, Empathy, Transparency",45 - 54,Employed part-time,Some university/college,UK,Woman,4
25/11/2025 10:05:18,Yes,64d547d9b24adf35e195b48e,Very often,6,5,7,6,"Family, Security / Stability, Faith / Spirituality",My family and my kids are the most important to me. The are my motivators and make me work harder. And my relationship with god is a big factor for my life and goals. And for the position I'm put in.,6,7,7,1,6,6,2,3,2,"Health, Time / focus, Work / career, Digital habits",4,4,5,3,5,6,4,5,2,5,3,4,5,3,7,6,5,"Honesty, Responsibility, Transparency",45 - 54,Not currently working,Some university/college,US,Woman,5
25/11/2025 10:05:20,Yes,6666008fd09c8744714ca817,Sometimes,3,3,5,5,"Family, Honesty / Integrity, Responsibility",Being a good person,2,2,3,6,2,6,1,1,5,"Health, Relationships, Work / career",1,2,1,1,1,5,5,6,2,6,2,4,5,5,6,6,6,"Honesty, Empathy, Truth",55 - 65,Employed part-time,Postgraduate degree,UK,Man,2
25/11/2025 10:05:21,Yes,60bb1555e03a5bc45b9458be,Very often,5,5,6,6,"Independence, Creativity, Adventure",pleasure,6,6,6,6,6,6,6,6,7,"Work / career, Digital habits, Purpose / direction",4,4,3,3,5,5,3,4,3,5,4,4,5,5,5,6,6,"Fairness, Responsibility, Non-harm",25 - 34,Employed full time,Postgraduate degree,UK,Woman,6
25/11/2025 10:05:21,Yes,5eaca76bcf6b3914ba0fbfe0,Sometimes,6,5,3,6,"Compassion, Community / Contribution, Adventure",To be happy. ,4,4,5,3,5,5,2,4,4,"Time / focus, Work / career, Finances, Purpose / direction",4,4,3,3,3,5,4,2,2,5,5,5,3,5,5,4,4,"Non-harm, Transparency, Accountability",45 - 54,Employed full time,Some university/college,US,Woman,5
25/11/2025 10:05:25,Yes,5a23ff0d84da9c0001b6db6f,Everyday,6,6,5,6,"Family, Honesty / Integrity, Health",My wife and daughter.,5,5,5,6,6,5,2,4,4,Digital habits,4,3,3,3,3,4,5,5,5,5,5,5,5,4,5,6,6,"Honesty, Non-harm, Transparency",35 - 44,Employed full time,High school,UK,Man,5
25/11/2025 10:05:28,Yes,67252ccdf91cf97c0989172d,Everyday,7,7,7,7,"Honesty / Integrity, Achievement / Growth, Health",Peace,7,7,7,1,7,6,1,2,2,"Relationships, Digital habits",4,4,4,4,4,7,1,1,1,3,2,2,2,7,5,6,6,"Honesty, Empathy, Human wellbeing",18 - 24,Self-employed / freelance,Some university/college,UK,Man,5
25/11/2025 10:05:28,Yes,607e6e60568d9d3b270c7ef8,Occasionally,7,6,4,6,"Family, Honesty / Integrity, Compassion",Family,7,7,7,4,7,7,2,2,2,None,5,4,4,4,5,6,4,5,2,6,4,2,4,3,4,4,5,"Human wellbeing, Non-harm, Accountability",55 - 65,Employed full time,Some university/college,UK,Woman,6
25/11/2025 10:05:35,Yes,5cc310bef457fc0013d42743,Rarely,6,6,3,6,"Honesty / Integrity, Independence, Creativity","Freedom. To be able to be myself in every situation, no outside coercion.",1,4,1,7,4,7,1,1,1,Relationships,4,4,5,5,4,7,1,1,1,6,4,4,1,7,7,4,4,"It's humans programming it and so those people should be honest, fair and transparent - but they won't. They want to make a product and profit.",35 - 44,Employed part-time,Bachelor’s degree,UK,Man,5
25/11/2025 10:05:36,Yes,5f15a3a5545a2058865b1901,Sometimes,7,7,6,7,"Family, Honesty / Integrity, Responsibility",My family and there well-being.,7,7,7,1,7,7,1,2,2,"Relationships, Digital habits",4,4,4,3,4,7,1,1,1,4,4,2,4,6,5,7,7,"Honesty, Fairness, Transparency",25 - 34,Employed full time,Some university/college,UK,Man,6
25/11/2025 10:05:37,Yes,5dab79a5525a7600139cd31e,Sometimes,7,7,7,7,"Family, Honesty / Integrity, Health",My family.,5,5,5,2,6,5,2,2,3,"Digital habits, Finances",3,3,2,3,2,5,2,5,1,5,6,3,2,7,7,7,7,"Honesty, Respect, Transparency",25 - 34,Not currently working,Postgraduate degree,UK,Man,5
25/11/2025 10:05:40,Yes,5f11f98efbaf2b0ef855ec6b,Occasionally,7,7,6,6,"Achievement / Growth, Security / Stability, Adventure",stability,6,3,4,1,5,4,1,2,6,"Health, Work / career, Digital habits",4,4,3,3,3,6,2,2,2,6,4,1,1,6,7,5,7,"Empathy, Non-harm, Transparency",25 - 34,Not currently working,Bachelor’s degree,US,Woman,5
25/11/2025 10:05:44,Yes,5ede22703409e1042973a050,Sometimes,6,6,6,6,"Family, Honesty / Integrity, Health",my family,3,3,3,2,2,5,3,5,5,Work / career,3,3,3,3,2,6,1,3,4,5,5,5,2,7,6,4,4,"Human wellbeing, Non-harm, Transparency",45 - 54,Employed full time,Postgraduate degree,US,Man,4
25/11/2025 10:05:44,Yes,60ebaa55340060ab518419d0,Very often,7,7,7,7,"Honesty / Integrity, Responsibility, Faith / Spirituality",children,7,7,7,1,7,7,1,1,1,"Relationships, Work / career",5,5,5,5,5,7,7,1,1,1,1,1,7,1,1,7,7,"Fairness, Responsibility, Transparency",55 - 65,Employed full time,Postgraduate degree,Canada,Woman,7
25/11/2025 10:05:47,Yes,65dca6bb88611ac902cc60fb,Very often,6,6,6,6,"Family, Achievement / Growth, Compassion",My family,5,3,4,3,4,3,5,7,6,"Health, Relationships, Finances",3,4,4,2,3,5,2,5,2,7,7,6,5,5,6,3,4,"Fairness, Non-harm, Transparency",25 - 34,Employed full time,Bachelor’s degree,UK,Woman,3
25/11/2025 10:05:47,Yes,60c8467d9872c0d83f695499,Everyday,7,5,7,7,"Family, Achievement / Growth, Responsibility","My family is the most important thing to me, and also my finances is a core component of how I perceive my identity.",4,7,5,1,5,7,1,1,3,"Relationships, Work / career, Finances",3,2,4,1,5,7,1,3,1,5,5,7,6,5,4,7,7,"Honesty, Empathy, Non-harm",25 - 34,Self-employed / freelance,Bachelor’s degree,US,Woman,4
25/11/2025 10:05:49,Yes,62964d27c2b2866faa677493,Occasionally,7,6,7,7,"Family, Honesty / Integrity, Compassion",my wife,6,7,7,1,6,6,1,1,1,"Work / career, Finances",5,5,2,5,5,7,1,1,1,1,1,1,4,1,2,3,3,"Honesty, Responsibility, Transparency",35 - 44,Employed full time,High school,US,Man,6
25/11/2025 10:05:54,Yes,594ea461c6a70f00010aaa8d,Often,6,6,6,6,"Family, Honesty / Integrity, Health",Family,5,5,5,4,4,5,3,5,3,Digital habits,4,3,4,2,2,5,4,5,5,4,4,4,2,6,6,5,6,"Fairness, Responsibility, Human wellbeing",55 - 65,Employed full time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:06:00,Yes,66cb2e0bd2169db778550269,Often,5,6,5,6,"Family, Honesty / Integrity, Independence",The ability to be a good and independent person who values Family/Friendship connections.,6,6,5,3,6,6,7,6,2,None,4,4,5,4,4,4,2,2,3,1,3,2,4,4,4,5,5,"Honesty, Empathy, Respect",25 - 34,Employed full time,Bachelor’s degree,UK,Man,5
25/11/2025 10:06:00,Yes,6752eedfdeef0e65b35d9567,Very often,7,7,7,7,"Family, Health, Compassion",My Children,7,7,7,1,7,7,1,1,1,None,5,5,3,3,5,7,1,1,1,1,1,1,1,7,3,7,7,"Honesty, Empathy, Non-harm",25 - 34,Not currently working,Some university/college,UK,Woman,7
25/11/2025 10:06:04,Yes,616437a7882ca1d66da11c4f,Everyday,6,6,5,7,"Family, Honesty / Integrity, Independence","Supporting my family and closest friends, treating others with respect.",5,5,5,3,6,7,2,3,3,"Relationships, Digital habits",5,5,4,3,4,7,2,2,2,4,5,4,3,6,5,5,6,"Human wellbeing, Non-harm, Transparency",45 - 54,Self-employed / freelance,Postgraduate degree,UK,Man,7
25/11/2025 10:06:05,Yes,5ce5a99c0af4f10015c5b6cf,Often,7,7,5,6,"Honesty / Integrity, Independence, Creativity",My kids ,5,5,5,4,5,3,4,4,4,"Relationships, Finances",4,3,5,4,3,6,2,2,3,7,6,5,4,6,4,5,7,"Responsibility, Human wellbeing, Accountability",45 - 54,Self-employed / freelance,Postgraduate degree,UK,Woman,5
25/11/2025 10:06:06,Yes,5ed929186e439f4729693f32,Very often,6,6,6,5,"Honesty / Integrity, Achievement / Growth, Adventure",enjoying my time on earth and making the most of my life; fun experiences,2,4,5,2,4,6,2,2,5,"Time / focus, Finances, Purpose / direction",3,3,3,2,2,5,4,6,7,7,4,6,2,7,7,3,4,"Honesty, Responsibility, Non-harm",25 - 34,Employed full time,Postgraduate degree,UK,Woman,4
25/11/2025 10:06:06,Yes,563a3788be9cac0011aaafac,Often,5,6,5,5,"Family, Honesty / Integrity, Security / Stability",Happiness,4,3,3,7,2,3,4,5,5,"Health, Relationships, Work / career, Digital habits, Purpose / direction",2,3,2,3,2,4,5,5,4,5,5,4,4,6,6,6,6,"Fairness, Human wellbeing, Non-harm",45 - 54,Employed part-time,Some university/college,Canada,Man,4
25/11/2025 10:06:07,Yes,672e6014557c924f559aa31f,Occasionally,6,6,5,6,"Family, Health, Adventure",My family,7,6,5,2,6,6,1,2,2,"Work / career, Digital habits, Finances",5,4,4,2,4,7,2,1,1,5,6,5,2,6,6,6,7,"Honesty, Empathy, Respect",35 - 44,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:06:10,Yes,5d692cf290cade0018695dfb,Sometimes,6,4,4,5,"Family, Independence, Community / Contribution",Providing care for my family.,6,5,5,4,4,5,2,4,4,None,3,3,2,3,4,5,2,4,3,4,2,3,4,6,4,4,5,"Empathy, Responsibility, Non-harm",Over 65,Not currently working,Some university/college,UK,Man,4
25/11/2025 10:06:13,Yes,668995230e63dee5f0165681,Occasionally,6,7,5,6,"Family, Security / Stability, Responsibility",Looking after my family and 2 young boys,7,5,6,2,6,6,2,3,2,"Work / career, Digital habits",3,2,4,3,4,5,2,2,2,4,3,1,5,6,4,5,6,"Honesty, Respect, Human wellbeing",25 - 34,Employed part-time,Bachelor’s degree,UK,Woman,5
25/11/2025 10:06:13,Yes,66f305037af69346a9a55b42,Often,5,5,5,4,"Honesty / Integrity, Health, Adventure",Health,1,5,4,5,4,4,4,4,5,"Health, Time / focus, Relationships",4,3,4,3,3,5,4,4,6,5,4,4,4,4,5,4,4,"Responsibility, Transparency, Accountability",25 - 34,Employed full time,Bachelor’s degree,US,Woman,5
25/11/2025 10:06:16,Yes,673401c52dc6bf17faf8cfd3,Sometimes,7,6,7,6,"Family, Honesty / Integrity, Faith / Spirituality",My family and my feelings,3,1,2,2,1,3,5,4,2,"Time / focus, Work / career, Purpose / direction",3,3,3,2,4,7,2,4,1,5,1,1,1,7,4,5,3,"Honesty, Non-harm, Transparency",35 - 44,Employed full time,Bachelor’s degree,Canada,Woman,5
25/11/2025 10:06:18,Yes,672f778691bdfe96c2c704de,Everyday,7,6,6,6,"Family, Health, Responsibility",family,7,7,6,2,7,6,7,4,3,Time / focus,5,4,5,5,5,7,6,7,7,6,7,5,6,7,3,6,5,"Honesty, Empathy, Fairness",25 - 34,Employed full time,Bachelor’s degree,Canada,Woman,6
25/11/2025 10:06:21,Yes,5ba8e80089390100019064ed,Sometimes,6,6,6,6,"Family, Honesty / Integrity, Compassion",My family.,5,5,5,2,5,6,2,3,4,Health,3,3,3,3,4,5,3,3,3,5,4,4,2,7,5,7,7,"Empathy, Human wellbeing, Transparency",35 - 44,Employed full time,Bachelor’s degree,US,Man,4
25/11/2025 10:06:22,Yes,66869ffdfbb0e002547a2c8c,Everyday,6,7,7,7,"Family, Health, Responsibility",My kids happiness.,7,7,6,2,7,7,6,4,2,"Work / career, Digital habits",5,5,5,5,5,6,4,2,2,5,2,2,2,6,3,7,6,"Fairness, Transparency",35 - 44,Employed part-time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:06:26,Yes,67744dd5d793cc3d79ba38fc,Everyday,7,6,6,6,"Honesty / Integrity, Compassion, Independence",health,6,5,5,3,5,6,2,2,2,"Health, Work / career, Finances",4,4,2,4,4,7,2,2,2,1,1,2,5,4,3,7,7,"Honesty, Fairness, Transparency",45 - 54,Employed full time,Some university/college,UK,Man,6
25/11/2025 10:06:32,Yes,6316212c1109a3b1bac89fe6,Sometimes,7,7,7,7,"Security / Stability, Health, Faith / Spirituality",spirituality,7,7,7,1,7,7,7,1,1,None,5,5,5,5,5,7,1,1,1,1,1,1,1,7,1,7,7,"Respect, Human wellbeing, Non-harm",25 - 34,Employed full time,Some university/college,US,Woman,7
25/11/2025 10:06:33,Yes,56a7da16c89737000b22953c,Rarely,6,5,7,6,"Family, Honesty / Integrity, Responsibility",My children and extended family. ,6,5,5,2,4,6,2,3,4,"Relationships, Work / career, Finances",4,4,3,4,3,6,2,3,3,3,1,2,1,7,5,7,7,"Honesty, Fairness, Human wellbeing",55 - 65,Employed full time,Bachelor’s degree,UK,Woman,6
25/11/2025 10:06:35,Yes,559bbbdafdf99b7ce19d5b3d,Very often,5,6,5,5,"Family, Security / Stability, Health",Providing for my family and my young daughter. Giving her a good upbringing and a good life. ,5,5,6,2,6,6,3,4,5,"Time / focus, Relationships, Purpose / direction",2,2,3,3,2,5,1,4,3,5,5,5,6,5,5,4,5,"Honesty, Transparency, Accountability",35 - 44,Employed full time,Some university/college,UK,Man,3
25/11/2025 10:06:40,Yes,67ddd07cab0ce75e431cc112,Everyday,6,5,6,6,"Family, Honesty / Integrity, Independence",Family and my independance,6,6,5,3,5,6,1,1,1,Relationships,3,3,2,2,3,6,2,2,1,5,3,2,5,5,1,5,5,"Non-harm, Transparency, Accountability",45 - 54,Not currently working,Postgraduate degree,UK,Man,4
25/11/2025 10:06:48,Yes,5db8a680ba06ed000f3874f3,Rarely,7,6,7,7,"Honesty / Integrity, Security / Stability, Compassion",Making an impact on people’s lives ,6,4,6,1,6,6,1,6,3,"Health, Finances",4,3,2,2,4,7,2,1,1,3,1,1,2,7,5,3,5,"Honesty, Fairness, Non-harm",25 - 34,Student,Postgraduate degree,UK,Woman,6
25/11/2025 10:06:48,Yes,67ad21a9ed8136d6c3b73129,Sometimes,6,5,5,6,"Honesty / Integrity, Independence, Adventure",Independence,4,3,3,5,2,6,3,2,2,Relationships,3,5,4,4,3,6,2,2,1,1,2,2,5,6,3,4,6,"Honesty, Fairness, Transparency",25 - 34,Employed part-time,Some university/college,Canada,Man,5
25/11/2025 10:06:50,Yes,63e51ccb431bed8154fc6aae,Everyday,5,5,4,4,"Security / Stability, Compassion, Independence","My own independence, so I feel like I'm my own person",3,4,4,5,4,4,5,6,5,"Time / focus, Relationships, Purpose / direction",2,2,3,3,3,5,4,4,4,5,5,5,5,4,4,4,5,"Fairness, Respect, Transparency",35 - 44,Employed full time,Some university/college,UK,Man,3
25/11/2025 10:06:51,Yes,651090beae417ded35c4ef2f,Everyday,6,6,5,5,"Family, Achievement / Growth, Health",That I continue to learn and grow in knowledge,6,6,5,2,6,6,1,3,3,"Health, Time / focus, Finances",5,5,4,5,5,6,2,2,3,3,3,3,5,4,6,5,6,"Non-harm, Transparency, Accountability",Over 65,Not currently working,Some university/college,US,Woman,7
25/11/2025 10:06:53,Yes,67606d1000aaf43f68f723bc,Rarely,5,5,5,5,"Family, Achievement / Growth, Health",Probably my Partner,5,6,4,3,3,6,5,7,2,"Health, Relationships, Finances",4,3,3,2,4,5,4,5,3,6,3,4,2,5,3,6,5,"Honesty, Fairness, Human wellbeing",18 - 24,Student,High school,UK,Woman,5
25/11/2025 10:06:55,Yes,60b54dde7e4ce8de0f1f24be,Very often,6,6,5,6,"Family, Achievement / Growth, Health",What matters most to me in life is personal fulfillment. I realize that is different for everyone.,6,6,6,2,6,6,1,3,2,None,4,4,4,3,4,6,4,3,2,3,2,2,5,4,4,5,6,"Fairness, Transparency, Accountability",35 - 44,Employed full time,Postgraduate degree,US,Woman,6
25/11/2025 10:07:04,Yes,67c735f93ad62d77e21b7538,Everyday,7,4,5,7,"Honesty / Integrity, Health, Compassion",Friends,2,2,1,7,2,4,2,1,7,None,3,2,3,1,3,4,1,5,2,4,1,3,1,7,7,7,7,"Responsibility, Non-harm, Transparency",18 - 24,Employed part-time,Some university/college,Canada,Prefer not to say,1
