consent,ai_tool_use_frequency,values_understanding,values_explainability,values_stability,values_confidence,values_top3_multi,what_matters_most,life_meaning,life_fulfilment,life_direction,life_uncertainty,future_motivation,behaviour_alignment,behaviour_conflict,behaviour_followthrough,identity_struggle,values_misaligned_areas_multi,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh,wellbeing_interest,selftrust_decisions,selftrust_influence,selftrust_doubt,selftrust_compass,digital_noise_focus,digital_noise_values,digital_noise_identity,ai_influence_decisions,ai_prefer_self_judgement,ai_society_meaning,ai_train_values,ai_understand_values,ai_values_multi,age_group,work_status,education_level,country,gender,emotional_wellbeing,values_top3_multi_other,values_misaligned_areas_multi_other,ai_values_multi_other
yes,very_often,6,6,5,6,independence;creativity;responsibility,Financial stability and family,5,5,5,4,6,5,4,5,4,time_focus;digital_habits;purpose_direction,4,4,4,3,4,6,4,3,3,5,5,5,4,6,5,7,7,honesty;empathy;human_wellbeing,25_34,employed_full_time,some_university_college,uk,man,5,,,
yes,everyday,7,7,6,7,family;honesty_integrity;health,"Being a good, honest and compassionate person is very important to me but nothing is more important than my family.",5,4,4,4,6,6,1,2,3,work_career;finances,3,2,4,2,2,6,2,2,2,4,3,2,3,6,4,7,7,honesty;non_harm;transparency,45_54,employed_full_time,high_school,us,woman,4,,,
yes,rarely,6,6,5,5,family;honesty_integrity;security_stability,family,5,5,5,5,5,5,5,5,5,none,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,honesty,18_24,employed_full_time,high_school,us,man,2,,,
yes,occasionally,6,6,5,7,security_stability;community_contribution,My sense of peace and love for the people around me.,7,7,6,2,6,7,2,2,2,time_focus;digital_habits,4,4,3,2,5,6,3,2,2,6,6,2,2,7,7,4,4,honesty;respect;responsibility,25_34,employed_full_time,bachelors_degree,us,woman,6,Love,,
yes,everyday,7,7,3,7,honesty_integrity;compassion,"Appreciation of the relationship of my experience to the rest of the world around me while recognizing the beauty of the process that causes my existence and will inevitably, inexorably, involve my own destruction.",7,7,7,3,7,6,3,7,6,relationships,4,4,4,4,4,6,2,4,5,1,3,6,6,4,1,7,7,honesty;responsibility,over_65,not_currently_working,some_university_college,us,man,7,Appreciation of the amazing experience of participating in Life.,Reactions to events not in my control; difficulty feeling compassion toward those with whom I violently disagree,Internal Discursive Audit; with transparency
yes,very_often,5,4,3,5,family;compassion;adventure,Being able to live life by my own terms,4,4,4,5,5,5,2,7,7,time_focus;work_career;purpose_direction,3,2,4,3,3,6,4,5,5,7,7,7,7,7,5,3,4,honesty;responsibility;transparency,25_34,employed_full_time,bachelors_degree,ca,man,4,,,
yes,often,6,7,3,6,family;health;faith_spirituality,"My family, friends, health of myself and loved ones, and my relationship with God",7,5,5,2,6,6,3,3,2,digital_habits;finances,5,2,4,4,4,6,5,5,3,7,7,4,7,2,7,7,7,responsibility;human_wellbeing;non_harm,25_34,employed_full_time,bachelors_degree,ca,woman,5,,,
yes,often,6,6,6,6,security_stability;health;independence,Being happy and being a good person.,5,6,6,2,5,5,5,3,4,relationships,4,4,4,3,4,6,3,3,2,5,5,3,3,5,2,5,5,respect;transparency;accountability,55_65,employed_full_time,bachelors_degree,us,man,6,,,
yes,occasionally,7,7,5,7,family;health;faith_spirituality,Family,7,7,7,1,7,7,1,1,2,work_career;digital_habits,4,4,4,4,5,6,2,2,2,5,5,4,1,7,7,4,4,honesty;transparency;accountability,55_65,employed_full_time,bachelors_degree,us,man,7,,,
yes,occasionally,7,7,7,7,family;honesty_integrity;security_stability,my family's wellbeing,7,6,7,1,6,7,1,1,1,relationships;digital_habits,5,5,2,3,5,7,1,1,1,1,1,1,1,7,7,1,1,honesty;human_wellbeing;accountability,35_44,employed_full_time,postgraduate_degree,uk,woman,6,,,
yes,everyday,7,7,2,6,family;honesty_integrity;responsibility,being honest and taking my responsibilities,5,5,5,3,4,6,3,6,4,relationships;finances,3,3,3,3,4,5,2,5,4,3,3,3,2,6,5,5,5,honesty;fairness;respect,35_44,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,often,6,6,4,5,honesty_integrity;security_stability;health,health,5,5,5,4,4,5,5,5,5,health,4,4,4,4,4,6,2,4,4,6,6,6,5,6,6,6,5,honesty;responsibility;accountability,25_34,employed_full_time,postgraduate_degree,uk,woman,5,,,
yes,often,5,5,4,4,family;honesty_integrity;security_stability,My family,3,3,3,6,3,4,4,4,4,time_focus;relationships;purpose_direction,3,2,2,1,2,4,4,4,4,4,4,4,6,4,4,5,5,non_harm;transparency;accountability,35_44,employed_full_time,postgraduate_degree,uk,woman,3,,,
yes,sometimes,6,6,6,6,family;health;adventure,My children grandchild and partner / family plus cat,4,4,3,6,3,4,2,4,3,purpose_direction,3,4,2,2,3,4,6,5,5,5,6,5,4,6,7,5,5,empathy;respect;transparency,55_65,employed_part_time,high_school,uk,woman,4,,,
yes,sometimes,6,7,6,7,family;security_stability;health,"My family, without them I have nothing",5,6,5,3,4,6,2,4,3,health;time_focus;relationships,4,3,2,2,2,5,2,4,3,3,3,2,5,4,2,6,5,honesty;empathy;transparency,25_34,employed_part_time,high_school,ca,man,5,,,
yes,occasionally,6,7,6,6,family;honesty_integrity;compassion,My family,6,5,4,3,4,6,4,4,4,health;digital_habits;finances,2,2,3,4,3,5,5,5,5,6,7,6,2,6,4,6,6,honesty;fairness;respect,35_44,employed_full_time,some_university_college,uk,woman,3,,,
yes,occasionally,5,6,5,5,family;honesty_integrity;compassion,to live an interesting life,5,5,3,4,4,5,3,5,5,health;time_focus,4,4,3,2,3,4,2,5,4,3,4,4,2,6,3,2,4,honesty;non_harm;transparency,35_44,not_currently_working,postgraduate_degree,uk,man,5,,,
yes,sometimes,7,6,6,7,honesty_integrity;compassion;responsibility,Loyalty,5,7,6,2,6,6,2,5,4,health;time_focus;purpose_direction,4,5,3,3,5,7,2,4,1,2,1,1,1,7,7,4,7,honesty;fairness;responsibility,25_34,student,some_university_college,ca,man,7,,,
yes,occasionally,7,7,6,7,family;honesty_integrity;adventure,My marriage,6,5,4,4,4,7,2,4,3,work_career,4,4,3,3,3,6,4,1,1,5,4,4,1,7,4,4,4,honesty;fairness;non_harm,55_65,employed_full_time,postgraduate_degree,uk,man,6,,,
yes,everyday,6,6,6,7,family;health;independence,My wife and kids,6,5,6,5,6,5,3,3,2,digital_habits,4,5,4,3,5,6,1,2,2,2,1,2,1,6,5,4,6,fairness;transparency;accountability,45_54,employed_full_time,postgraduate_degree,us,man,6,,,
yes,occasionally,7,7,7,7,family;security_stability;responsibility,My family,7,7,7,1,7,7,1,1,1,health;work_career,4,4,2,3,5,7,2,2,1,2,2,2,1,7,5,4,4,honesty;fairness;responsibility,45_54,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,very_often,7,7,5,7,achievement_growth;creativity;community_contribution,Friends and growth,6,5,4,5,7,7,2,5,4,health;time_focus;finances,4,3,3,2,5,6,2,2,2,2,2,2,2,7,5,7,7,fairness;human_wellbeing;non_harm,35_44,employed_part_time,some_university_college,us,man,6,,,
yes,very_often,6,5,5,5,honesty_integrity;security_stability;health,Security,4,4,4,4,4,5,2,2,4,none,4,4,3,3,3,5,5,3,3,4,4,3,4,6,6,7,7,honesty;human_wellbeing;non_harm,55_65,self_employed,high_school,uk,man,3,,,
yes,sometimes,6,6,7,7,family;honesty_integrity;health,family,6,5,6,2,6,6,2,2,2,work_career;digital_habits,4,4,3,4,4,6,2,2,3,3,2,2,2,6,3,6,6,honesty;empathy;non_harm,35_44,employed_full_time,bachelors_degree,us,woman,5,,,
yes,sometimes,7,7,7,7,family;honesty_integrity;responsibility,My family and friends,4,4,4,7,4,6,1,3,7,work_career;purpose_direction,2,3,2,3,2,5,4,6,2,4,2,5,2,7,7,4,4,honesty;empathy;fairness,45_54,employed_full_time,bachelors_degree,us,man,4,,,
yes,often,6,5,6,6,family;security_stability;health,My children,7,5,6,2,5,5,3,4,4,time_focus,3,2,3,1,4,5,6,4,3,7,6,5,3,6,2,7,7,responsibility;non_harm;accountability,35_44,not_currently_working,some_university_college,uk,woman,3,,,
yes,rarely,5,5,6,5,honesty_integrity;health;independence,happiness,4,5,5,3,3,6,3,6,5,work_career;finances;purpose_direction,2,2,3,2,3,5,2,3,3,3,3,5,2,6,4,4,6,honesty;human_wellbeing;transparency,45_54,not_currently_working,some_university_college,us,man,3,,,
yes,often,7,7,5,6,family;honesty_integrity;health,family,6,6,6,6,6,6,2,2,2,time_focus;work_career;digital_habits,4,4,4,4,4,7,4,2,2,7,6,4,3,7,6,6,5,honesty;fairness;non_harm,45_54,employed_full_time,bachelors_degree,us,woman,6,,,
yes,everyday,7,6,6,7,family;honesty_integrity;faith_spirituality,honesty,1,7,7,1,7,7,1,2,2,none,5,4,4,4,5,6,4,2,1,2,1,2,1,7,5,4,6,honesty;fairness;respect,over_65,not_currently_working,postgraduate_degree,us,woman,6,,,
yes,everyday,6,6,4,6,family;achievement_growth;health,My family (wife and child),6,6,6,4,7,5,6,6,2,time_focus;work_career;finances,4,4,4,3,4,5,5,2,6,6,5,5,4,7,5,6,5,fairness;non_harm;transparency,25_34,employed_full_time,postgraduate_degree,us,man,6,,,
yes,often,7,6,6,6,family;honesty_integrity;health,Family,6,5,6,2,5,6,2,2,2,digital_habits,4,4,3,4,3,6,2,2,2,2,2,1,2,6,3,6,5,fairness;non_harm;accountability,55_65,employed_full_time,bachelors_degree,uk,man,6,,,
yes,sometimes,7,6,6,7,family;health;compassion,My immediate family,6,6,6,1,5,6,4,4,4,time_focus;work_career;digital_habits,3,3,2,2,3,6,4,2,3,4,4,2,5,4,5,5,5,honesty;non_harm;transparency,55_65,employed_part_time,high_school,uk,woman,5,,,
yes,often,7,7,6,6,family;security_stability;health,"The health, security and happiness of my family.",6,4,5,6,5,5,6,6,6,health;time_focus;work_career,4,4,3,4,3,5,5,5,5,5,5,6,4,5,2,7,7,honesty;empathy;non_harm,45_54,self_employed,bachelors_degree,au,man,5,,,
yes,often,3,5,5,6,family;security_stability,My family,2,3,1,6,3,4,2,3,6,purpose_direction,3,4,2,2,2,4,3,5,3,2,1,4,2,5,2,4,6,honesty;non_harm;transparency,35_44,employed_part_time,bachelors_degree,uk,woman,5,,,
yes,sometimes,7,7,2,7,family;honesty_integrity;health,My family,7,7,7,1,7,7,1,1,1,none,4,5,4,4,5,7,2,1,1,3,2,1,1,7,1,4,5,honesty;transparency;accountability,45_54,employed_full_time,high_school,uk,man,7,,,
yes,rarely,6,6,6,6,honesty_integrity;compassion;creativity,Being true to myself,5,6,5,3,5,5,2,2,2,finances,3,3,3,2,4,5,2,2,1,5,5,4,2,7,6,5,6,human_wellbeing;non_harm;accountability,55_65,not_currently_working,bachelors_degree,uk,woman,5,,,
yes,occasionally,7,7,7,7,family;honesty_integrity;faith_spirituality,My faith in God and Jesus as my Saviour who died for me that I can live. To follow God's word and live life according to His law.,7,4,7,1,5,6,4,4,7,digital_habits,3,4,1,3,4,5,2,2,4,7,7,7,1,7,7,4,4,,35_44,not_currently_working,high_school,uk,woman,4,,,Just be used as a tool and not try to mimic a human being
yes,occasionally,3,3,5,3,honesty_integrity;achievement_growth;adventure,tough question. To keep plodding on and be able to afford fun adventures,2,1,1,6,2,2,3,5,5,digital_habits;purpose_direction,3,4,2,4,2,5,3,3,5,1,2,3,2,6,7,5,6,honesty;responsibility;accountability,35_44,employed_full_time,some_university_college,uk,man,4,,,
yes,occasionally,6,5,6,6,honesty_integrity;health;compassion,Friends,5,5,4,5,5,5,2,4,3,work_career;finances;purpose_direction,4,4,4,4,4,5,2,3,3,5,3,5,3,6,5,6,6,honesty;respect;non_harm,25_34,not_currently_working,high_school,us,man,5,,,
yes,rarely,7,7,7,6,honesty_integrity;security_stability;compassion,Integrity,4,2,5,2,4,5,2,2,1,time_focus;work_career;finances,4,5,2,3,3,7,4,2,2,3,2,2,2,7,7,4,4,fairness;responsibility;transparency,18_24,not_currently_working,postgraduate_degree,uk,woman,6,,,
yes,everyday,6,5,5,6,family;honesty_integrity;compassion,My partner,6,5,5,2,6,6,1,2,2,time_focus,4,4,3,4,3,6,3,2,1,6,3,2,2,6,3,5,6,honesty;responsibility;non_harm,55_65,employed_full_time,high_school,uk,man,6,,,
yes,occasionally,6,6,6,6,family;community_contribution;faith_spirituality,"To live a morally good life, to be a good husband and father to my family, to die knowing I did the best that I could, with what was given to me.",6,6,6,2,6,5,3,4,5,health;relationships;finances,3,3,4,2,4,5,3,4,3,7,6,6,6,7,6,6,7,fairness;human_wellbeing;non_harm,45_54,employed_full_time,bachelors_degree,us,man,6,,,
yes,never,7,6,6,6,compassion;independence;community_contribution,Being kind and caring toward others probably :),3,2,3,4,5,6,1,4,2,health;relationships;finances;purpose_direction,2,3,2,2,3,6,1,1,1,2,1,1,1,7,5,6,7,human_wellbeing;non_harm;accountability,25_34,employed_part_time,bachelors_degree,us,woman,2,,,
yes,sometimes,6,6,4,6,honesty_integrity;achievement_growth;health,Having positive relationships and being a good partner/friend/family member.,5,5,4,4,5,5,2,3,3,work_career;digital_habits;purpose_direction,3,3,4,3,4,6,6,3,4,5,2,3,4,7,7,5,5,honesty;responsibility;accountability,25_34,not_currently_working,postgraduate_degree,us,woman,4,,,
yes,everyday,6,6,4,5,achievement_growth;security_stability;adventure,Having a successful career and life full of adventure and experiences.,5,5,4,6,5,5,5,5,5,health;finances;purpose_direction,3,3,4,2,3,5,5,3,4,6,5,6,4,6,6,5,5,responsibility;transparency;accountability,35_44,employed_full_time,postgraduate_degree,us,man,5,,,
yes,occasionally,6,6,6,5,family;independence;creativity,Family,6,6,4,3,2,5,2,3,3,digital_habits;finances;purpose_direction,4,4,3,3,4,6,5,5,5,4,3,3,2,6,2,6,6,honesty;human_wellbeing;non_harm,25_34,employed_full_time,bachelors_degree,ca,woman,6,,,
yes,sometimes,7,6,7,6,family;honesty_integrity;responsibility,My family,7,6,7,1,7,7,1,1,1,work_career,4,4,1,3,4,7,1,1,1,2,3,4,5,7,6,1,6,fairness;responsibility;non_harm,35_44,not_currently_working,high_school,uk,woman,6,,,
yes,sometimes,6,6,7,7,family;honesty_integrity;compassion,Fairness and integrity,4,3,3,4,3,5,3,6,7,health;time_focus;relationships;work_career;finances;purpose_direction,2,2,3,1,2,3,5,6,5,6,6,6,4,6,7,7,7,empathy;non_harm;transparency,55_65,employed_full_time,bachelors_degree,uk,man,4,,,
yes,everyday,5,5,6,7,family;honesty_integrity;health,my loved ones,6,7,6,2,6,6,2,6,6,digital_habits,5,5,4,4,4,5,2,2,2,2,2,2,3,6,2,2,6,fairness;human_wellbeing;non_harm,25_34,employed_full_time,postgraduate_degree,uk,man,5,,,
yes,very_often,7,7,7,7,family;honesty_integrity;security_stability,My son,5,3,1,7,1,5,1,7,7,work_career;finances,3,3,3,2,4,4,4,7,5,7,7,7,6,7,7,7,7,honesty;empathy;fairness,25_34,employed_part_time,high_school,us,woman,1,,,
yes,occasionally,6,5,5,6,honesty_integrity;health;creativity,"being happy and healthy, creative freedom, not harming others",2,4,2,6,2,6,5,7,7,health;time_focus;digital_habits;purpose_direction,3,3,2,3,5,4,2,6,3,6,6,6,4,7,7,5,6,honesty;human_wellbeing;transparency,25_34,not_currently_working,high_school,ca,woman,3,,,
yes,sometimes,7,7,6,6,family;honesty_integrity;responsibility,My family,7,5,5,6,4,6,1,4,3,time_focus;work_career;finances;purpose_direction,4,4,4,2,3,6,1,4,2,5,6,5,5,4,6,4,4,responsibility;human_wellbeing;non_harm,35_44,employed_full_time,some_university_college,uk,man,6,,,
yes,occasionally,6,6,5,7,honesty_integrity;health;independence,"Living a life that is honest and leave me content, even if that means I do not reach extreme highs",7,6,6,2,5,4,1,2,1,relationships,5,5,4,5,5,7,1,1,1,3,1,1,1,7,3,5,5,honesty;transparency,18_24,not_currently_working,high_school,us,man,7,,,
yes,occasionally,7,6,6,6,family;health;independence,Freedom,2,1,2,5,3,2,7,6,6,health;time_focus;work_career;finances;purpose_direction,3,2,2,1,2,5,1,2,5,2,2,5,1,7,4,6,6,honesty;empathy;human_wellbeing,25_34,employed_full_time,bachelors_degree,uk,man,5,,,
yes,often,7,7,6,7,family;honesty_integrity;faith_spirituality,My family,5,4,4,4,3,7,1,1,2,time_focus;work_career,3,3,2,2,3,6,1,2,1,2,2,2,4,4,3,4,4,honesty;respect;accountability,45_54,employed_full_time,bachelors_degree,uk,man,4,,,
yes,occasionally,6,5,6,6,honesty_integrity;compassion;independence,My personal well being,5,5,5,4,6,6,6,6,6,relationships,4,4,3,3,3,6,5,4,3,3,3,6,2,6,3,5,5,honesty;fairness;transparency,over_65,not_currently_working,high_school,uk,woman,4,,,
yes,occasionally,6,6,5,6,family;honesty_integrity;health,My Family,7,6,7,2,7,5,1,2,2,none,4,4,4,3,5,6,2,2,2,3,1,2,2,5,3,7,7,honesty;human_wellbeing;transparency,55_65,employed_full_time,high_school,uk,man,7,,,
yes,rarely,7,7,7,7,family;honesty_integrity;compassion,my loved ones,7,6,6,2,5,6,2,3,4,none,4,3,4,4,4,7,1,5,2,7,4,4,1,7,6,6,7,honesty;fairness;accountability,55_65,not_currently_working,postgraduate_degree,uk,woman,6,,,
yes,occasionally,6,6,4,4,independence;responsibility;community_contribution,The planet/environment,5,4,4,6,6,4,3,6,6,health;time_focus;relationships;finances,4,4,3,2,3,5,2,5,3,5,5,5,1,6,6,5,6,non_harm;transparency;accountability,55_65,self_employed,other,ca,woman,5,,,
yes,everyday,7,7,4,7,honesty_integrity;responsibility;faith_spirituality,"Being a Christian is the most important thing in my life, and this defines my honest / integrity, and requires me to 'carry my cross' (take on responsibilities) to reach my goals to provide for my family, maintain my health, and support my community.",7,6,7,1,7,7,1,1,4,digital_habits,4,4,4,3,4,5,2,5,3,5,5,5,5,4,4,4,5,honesty;responsibility;transparency,45_54,self_employed,bachelors_degree,uk,man,7,,,
yes,rarely,6,6,6,7,honesty_integrity;compassion;independence,"My family, my principles",5,6,6,4,4,6,3,3,3,relationships;work_career;finances,3,4,3,3,4,7,2,3,2,5,5,4,1,7,7,7,6,empathy;human_wellbeing;accountability,over_65,not_currently_working,postgraduate_degree,ca,woman,6,,,
yes,often,2,1,3,1,family;honesty_integrity;achievement_growth,My family,7,6,6,2,7,7,2,3,2,work_career;finances,4,4,4,4,5,6,6,5,2,2,1,6,2,7,7,7,7,respect;human_wellbeing;non_harm,25_34,employed_part_time,some_university_college,ie,woman,6,,,
yes,everyday,7,7,2,7,health;independence;community_contribution,Energy and focus,6,6,7,1,7,6,1,2,1,relationships,3,3,3,4,4,7,1,1,1,7,7,1,5,7,4,4,4,honesty;empathy;accountability,25_34,employed_full_time,bachelors_degree,ca,man,6,,,
yes,very_often,5,5,5,5,security_stability;health;responsibility,Providing security for family and enjoying my time. Having work and past times that spark curiosity and challenge,5,5,4,4,5,5,4,5,4,work_career,4,4,3,4,3,5,3,6,4,6,5,6,6,4,5,4,6,honesty;fairness;human_wellbeing,35_44,employed_full_time,bachelors_degree,ie,man,5,,,
yes,everyday,7,6,6,6,family;honesty_integrity;community_contribution,My family is my top priority.,7,6,6,2,6,7,1,2,1,digital_habits,4,4,4,4,4,6,2,3,2,6,2,2,1,7,6,5,5,fairness;transparency;accountability,25_34,employed_full_time,bachelors_degree,ca,woman,6,,Risk-Taking; Media Consumption,
yes,never,7,7,6,6,family;security_stability;health,My family,6,4,6,3,5,6,3,2,4,relationships;work_career;digital_habits,4,4,2,1,3,6,2,6,2,6,6,3,2,7,7,7,7,honesty;responsibility;non_harm,55_65,employed_full_time,some_university_college,uk,woman,5,,,
yes,everyday,7,6,6,6,honesty_integrity;security_stability;independence,My family,6,5,6,2,6,5,2,3,3,time_focus;finances,4,4,3,3,4,6,2,2,1,5,3,4,5,5,6,5,6,empathy;respect;non_harm,25_34,employed_full_time,bachelors_degree,uk,woman,6,,,
yes,very_often,6,6,6,7,family;honesty_integrity;independence,Family,5,4,4,5,6,4,5,5,5,time_focus;work_career;finances,4,5,4,4,3,4,3,6,5,5,6,6,5,3,3,5,6,fairness;non_harm;accountability,35_44,employed_full_time,bachelors_degree,ca,man,6,,,
yes,often,7,7,7,7,family;compassion;responsibility,My son Kerry,1,4,2,7,7,7,1,1,4,health;work_career;finances,1,2,3,2,2,1,1,7,6,7,1,7,1,7,7,7,7,empathy;respect;non_harm,45_54,self_employed,some_university_college,us,woman,4,,,
yes,sometimes,6,6,6,6,honesty_integrity;responsibility;faith_spirituality,A relationship with God,6,6,6,1,4,6,1,2,2,digital_habits,5,5,3,4,4,6,4,2,1,2,1,1,1,4,1,1,4,responsibility;transparency;accountability,45_54,not_currently_working,bachelors_degree,us,woman,7,,,
yes,sometimes,6,6,3,7,family;honesty_integrity;health,My family,5,5,6,3,6,7,1,2,3,time_focus;work_career,4,4,3,4,4,7,1,2,2,6,3,2,3,6,5,7,7,honesty;responsibility;human_wellbeing,35_44,employed_full_time,high_school,uk,man,6,,,
yes,sometimes,5,6,4,6,security_stability;health;independence,Food,4,3,3,3,2,6,5,6,6,time_focus,2,3,2,3,3,6,2,5,3,5,5,3,2,6,5,5,5,honesty;empathy;fairness,55_65,self_employed,postgraduate_degree,us,woman,3,,,
yes,never,5,3,5,6,family;security_stability;creativity,"Feeling safe, family, financial security",5,6,5,4,4,6,1,6,5,purpose_direction,5,5,3,3,5,7,3,2,1,5,3,2,1,7,7,4,4,honesty;fairness;non_harm,35_44,self_employed,postgraduate_degree,uk,woman,6,,,
yes,sometimes,5,6,6,6,family;honesty_integrity;faith_spirituality,Faith and family,7,7,6,5,5,6,6,5,2,work_career;digital_habits;finances,4,3,3,1,5,6,6,5,5,4,6,5,3,6,6,3,6,honesty;non_harm;transparency,25_34,not_currently_working,high_school,uk,woman,5,,,
yes,occasionally,6,6,6,7,family;honesty_integrity;faith_spirituality,my family,7,7,6,2,7,7,4,6,3,digital_habits,5,5,4,4,5,7,5,5,4,3,5,4,5,6,7,3,5,honesty;empathy;responsibility,45_54,self_employed,some_university_college,uk,woman,6,,,
yes,very_often,6,6,6,6,family;compassion;creativity,Being a good person and not hurting other people with my actions,3,2,3,5,3,4,5,6,6,time_focus;work_career;purpose_direction,2,2,4,1,2,5,6,6,5,6,6,6,5,7,7,7,7,empathy;human_wellbeing;non_harm,25_34,employed_full_time,some_university_college,us,woman,2,,,
yes,occasionally,6,5,5,6,family;security_stability;health,My family's health,4,4,5,6,6,3,5,7,7,time_focus;relationships;finances,3,3,2,3,2,5,6,6,6,7,4,3,4,5,2,3,4,empathy;human_wellbeing;accountability,25_34,employed_full_time,high_school,uk,woman,5,,,
yes,everyday,6,6,5,5,family;achievement_growth;independence,Family,6,5,4,5,5,6,2,3,2,health;digital_habits;finances,4,5,2,2,4,5,3,3,3,5,5,6,3,5,4,5,5,empathy;non_harm;transparency,35_44,employed_full_time,some_university_college,uk,man,6,,,
yes,very_often,6,6,5,6,family;honesty_integrity;faith_spirituality,Connection,6,6,5,5,5,6,3,2,2,none,4,4,4,4,3,6,4,3,2,4,3,2,4,4,4,6,6,empathy;human_wellbeing;non_harm,45_54,employed_full_time,bachelors_degree,uk,woman,5,,,
yes,rarely,5,6,7,7,family;honesty_integrity;creativity,My Children,6,5,6,7,6,6,2,6,3,time_focus;work_career,4,3,3,2,4,5,2,2,3,4,2,4,1,6,6,6,6,fairness;respect;responsibility,25_34,employed_part_time,postgraduate_degree,uk,woman,5,,,
yes,occasionally,6,6,5,6,family;achievement_growth;health,my own wellbeing,7,7,5,5,5,6,2,3,3,work_career;finances,5,5,5,5,4,7,3,4,2,2,2,4,1,7,6,1,6,honesty;respect;non_harm,18_24,employed_full_time,some_university_college,us,woman,6,,,
yes,everyday,7,7,7,7,family;health;compassion,"My family matter most in my life my mum and sister, they are the most important followed by my friends.",4,3,1,5,1,6,2,6,6,health;work_career;finances;purpose_direction,1,2,1,2,2,6,2,5,3,7,7,7,6,3,1,6,7,honesty;empathy;human_wellbeing,35_44,not_currently_working,bachelors_degree,uk,man,1,,,
yes,often,6,6,5,5,family;health;faith_spirituality,"My family and my role as a mother, daughter, sister, and friend.",7,5,4,4,6,5,3,4,4,health;work_career,4,4,4,4,4,5,3,4,4,5,5,5,4,5,3,5,6,empathy;responsibility;human_wellbeing,35_44,employed_part_time,bachelors_degree,us,woman,5,,,
yes,everyday,7,7,5,7,family;creativity;faith_spirituality,"My faith in Jesus, my creativity and my loved ones.",7,7,7,2,6,6,2,3,2,finances,3,4,3,2,5,6,2,3,3,7,7,4,6,6,4,7,7,fairness;human_wellbeing;non_harm,25_34,self_employed,bachelors_degree,uk,man,5,,,
yes,often,6,6,6,5,family;honesty_integrity;compassion,Family,6,6,5,2,6,6,2,3,3,finances,4,4,4,2,4,6,3,5,2,3,2,2,1,6,5,6,7,honesty;responsibility;non_harm,35_44,employed_full_time,postgraduate_degree,uk,man,6,,,
yes,never,6,4,5,4,family;honesty_integrity;compassion,my family,5,6,7,1,5,5,4,2,2,none,3,4,4,3,5,6,3,2,2,6,2,2,2,7,7,4,7,honesty;empathy;non_harm,55_65,not_currently_working,bachelors_degree,us,woman,6,,,
yes,everyday,5,6,4,7,honesty_integrity;health;independence,Quality of life.,4,5,2,5,5,5,1,2,4,purpose_direction,5,4,3,4,3,6,2,4,2,5,5,2,2,6,4,6,6,empathy;human_wellbeing;non_harm,45_54,self_employed,postgraduate_degree,ca,woman,6,,,
yes,rarely,5,4,6,6,honesty_integrity;achievement_growth;health,Being unimpeded in the pursuit of my goals.,3,2,2,3,3,3,4,7,6,time_focus;relationships;work_career,2,3,3,1,2,4,4,3,3,7,7,7,1,7,7,7,7,honesty;fairness;non_harm,25_34,self_employed,bachelors_degree,ca,man,2,,,
yes,very_often,6,6,6,6,family;honesty_integrity;creativity,My family and taking care of them.,6,4,6,3,5,5,3,3,2,health,4,4,3,3,4,6,3,2,3,5,3,3,4,6,6,6,7,honesty;empathy;human_wellbeing,45_54,self_employed,bachelors_degree,us,man,6,,,
yes,everyday,6,7,7,7,family;honesty_integrity;health,family,6,6,5,6,6,6,1,4,4,time_focus;work_career;digital_habits,4,4,3,4,4,6,5,5,3,7,7,6,6,5,5,6,6,honesty;human_wellbeing;non_harm,55_65,employed_full_time,bachelors_degree,uk,woman,5,,,
yes,very_often,7,6,5,6,family;security_stability;health,"Family, my daughter",6,4,5,3,5,5,2,3,3,relationships;work_career;purpose_direction,4,3,4,3,4,6,1,3,4,4,2,3,5,3,3,5,5,honesty;fairness;non_harm,55_65,employed_part_time,bachelors_degree,ca,man,6,,,
yes,often,5,5,5,5,achievement_growth;security_stability;independence,Independence,5,5,4,5,4,6,3,4,2,relationships;work_career,2,3,4,3,4,6,1,3,3,6,5,5,3,4,2,4,4,honesty;fairness;accountability,25_34,employed_part_time,bachelors_degree,us,man,4,,,
yes,occasionally,6,6,5,6,family;honesty_integrity;security_stability,My daughter and family,5,5,5,3,4,6,2,2,2,health;relationships;work_career,4,4,3,4,3,6,2,2,2,2,2,2,1,7,6,5,5,honesty;non_harm;transparency,45_54,employed_full_time,bachelors_degree,ie,man,6,,,
yes,everyday,7,7,7,6,compassion;creativity;community_contribution,"Avoiding harm and doing good where possible. Connecting, creating, love.",6,2,3,5,5,6,3,5,5,health;relationships;work_career;digital_habits;finances;purpose_direction,3,4,3,1,3,6,2,5,4,7,4,6,1,7,6,4,5,honesty;fairness;non_harm,25_34,self_employed,bachelors_degree,uk,woman,5,,,
yes,occasionally,7,7,6,7,honesty_integrity;health;independence,Feeling at peace,3,3,3,3,3,6,3,7,5,time_focus;relationships;digital_habits;finances,3,4,3,2,2,5,2,6,2,7,7,7,3,7,7,7,7,fairness;human_wellbeing;transparency,35_44,self_employed,other,ca,woman,4,,,
